title	abstract	publication_year	authors	source	publication_month	publication_day
Melenchon 100	Terrasser l’évasion et la fraude fiscales : Mettre en place la taxation différentielle permettant de soumettre chaque citoyen français aux impôts français quel que soit son pays de résidence ; Obliger les entreprises à déclarer leurs résultats pays par pays et taxer les bénéfices des entreprises là où ils sont réalisés ; Interdire aux banques françaises toute activité dans les paradis fiscaux en retirant les licences bancaires des établissements récalcitrants ; Agir contre l'évasion fiscale au niveau international, notamment en organisant le blocus des paradis fiscaux ; Renforcer les moyens humains et techniques de l'administration fiscale et des douanes dans la lutte contre la fraude et l'évasion fiscales.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 101	La transition écologique, enjeu central : Constitutionnaliser la règle verte : ne pas prélever sur la nature davantage que ce qu'elle peut reconstituer ni produire plus que ce qu'elle peut supporter ; Adopter une loi-cadre instaurant une planification écologique, démocratique et articulant les niveaux national et local ; Créer une fonction de délégués départementaux à l'écologie chargés d'alerter sur les dysfonctionnements, sur le modèle des délégués départementaux de l'Éducation nationale. 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 102	100% d’énergies renouvelables en 2050 : Adopter un plan de transition énergétique avec un double axe sobriété/efficacité énergétique et transition vers les énergies renouvelables : Développer l'ensemble des énergies renouvelables ; Sortir des énergies carbonées en commençant par l'arrêt des subventions aux énergies fossiles et de toute exploration de gaz et pétrole de schiste et de houille ; Stopper la privatisation des barrages hydroélectriques ; Sortir du nucléaire : Fermer immédiatement Fessenheim en garantissant l'emploi des salariés et leur formation pour en faire un site pilote du démentèlement ; Abandonner l'opération du grand carénage visant à prolonger la vie des centrales nucléaires au-delà de quarante ans ; Abandonner les projets d'EPR (Flamanville et Hinkley Point) et d'enfouissement des déchets nucléaires à Bure ; Rendre publique les données sur l'enfouissement des déchets nucléaires depuis soixante ans et informer sur les dangers sanitaires avérés et/ou éventuels ;  Créer un pôle public de l'énergie pour mener une politique cohérente, en renationalisant EDF et Engie (ex-GDF) en lien avec des coopératives locales de production et de consommation d'énergies renouvelables et en favorisant l'autoproduction et le partage des excédents 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 103	Revenir sur la libéralisation du marché de l'électricité et abroger la loi NOME 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 104	Plan de rénovation écologique de tout le bâti : Assurer l'isolation d'au moins 700 000 logements par an - Renforcer les programmes locaux de détection des passoires énergétiques, avec davantage de moyens humains et financiers - Mettre fin aux situations de précarité énergétique que vivent les ménages - Former, labelliser et coordonner les professionnels de la rénovation énergétique afin d'imposer une obligation de résultats - Mettre en place un guichet unique regroupant les demandes de financement, l'évaluation des besoins, la coordination des professionnels nécessaires pour organiser la rénovation par les propriétaires individuels	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 105	Développer les transports publics écologiques et repenser la mobilité individuelle : - Développer le transport ferroviaire : Adopter un plan de développement du ferroutage et de report modal pour réduire le transport routier de marchandises ; Refuser la mise en concurrence du transport ferroviaire : bloquer l'ouverture à la concurrence des TER d'ici 2023 et des trains de nuit, remettre en cause la libéralisation du transport de marchandises et voyageurs grandes lignes ; Revenir sur la loi Macron et l'autorisation du cabotage par autocar : les liaisons par autocar doivent êtres autorisées seulement là où il n'y a pas de lignes TER et non en concurrence avec elles ; Développer le cabotage maritime entre les ports français et le transport fluvial ; Renationaliser les autoroutes ;	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 106	Repenser la mobilité individuelle : Engager la sortie du diesel en commençant par supprimer progressivement l'avantage fiscal pour les flottes d'entreprise ; Développer les usages partagés de la voiture (auto-partage, covoiturage courte et longue distances) et les mobilités douces (vélo, etc.) ; Développer les véhicules électriques pour les flottes captives	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 107	Pénaliser les transports sur longue distant pour relocaliser les productions : Introduire une contribution carbone sur le transport de marchandises ; Instaurer une taxe kilométrique aux frontières de la France pour intégrer le coût écologique dans les produits, qui dépendra de la distance parcourue par les produits importés ; Privilégier systématiquement les circuits courts et les productions locales dans la commande publique (alimentation, fournitures, etc.) et les rendre obligatoires pour les cantines scolaires.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 108	Consommer autrement : Instaurer une tarification progressive sur l'eau et l'énergie incluant la gratuité des quantités indispensables à une vie digne et pénalisant les mésusages et les gaspillages ; Soutenir la création de coopératives de consommation en lien direct avec les producteurs ; Imposer l'objectif d'une alimentation 100 % biologique locale dans la restauration collective ; Réduire la part des protéines carnées dans l'alimentation au profit des protéines végétales. 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 109	Une France « Zéro déchet » : Combattre l'obsolescence programmée des biens de consommation par un allongement des durées de garanties légales des produits ; Lutter contre le suremballage, le gaspillage (notamment alimentaire) et refuser le tout jetable ; Rendre obligatoires le recyclage, le compostage ou l'incinération avec récupération de l'énergie produite pour tous les déchets, généraliser les consignes dans les commerces ; Soutenir toutes les initiatives s'appuyant sur la réutilisation des matériaux (ressourceries…) et développer les filières scolaires et universitaires professionnelles dans le secteur. 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 110	Sauver l’écosystème et la biodiversité : Refuser la brevetabilité du vivant à tous les niveaux, lutter contre la biopiraterie ; Refuser les OGM, bannir les pesticides nuisibles en commençant par une interdiction immédiate des plus dangereux (glyphosate, néonicotinoïdes, etc.) ; Gérer durablement l'eau, bien commun essentiel à toute forme de vie : lancer des programmes de dépollution des cours d'eau et océans, favoriser la création de régies publiques de l'eau au niveau local pour une gestion démocratique ; sanctuariser le foncier agricole et naturel et lutter contre l'artificialisation des sols ; Généraliser les fermes pédagogiques pour la sensibilisation à l'enjeu écologique et l'éveil à la Nature ; Eradiquer la maltraitance envers les animaux.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 111	Pour une agriculture écologique et paysanne : Engager la réforme agraire pour faciliter l'installation des jeunes agriculteurs en limitant la concentration des terres et la course à l'agrandissement et créer 300 000 emplois agricoles grâce à des prix rémunérateurs et une refonte de la PAC ; Stopper les projets de fermes usines ; Développer l'agriculture biologique, proscrire les pesticides chimiques, instaurer une agriculture diversifiée et écologique (polyculture-élevage, etc.) et promouvoir les arbres fruitiers dans les espaces publics ;	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 112	Favoriser les circuits courts, la vente directe, la transformation sur place et plafonner les marges de la grande distribution par un coefficient multiplicateur limité pour garantir des prix rémunérateurs aux producteurs et interdire les ventes à perte pour les agriculteurs.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 113	Organiser et aménager le territoire par la démocratie et les services publics : Arrêter les grands projets inutiles, comme l'aéroport de Notre-Dame-des-Landes ; Inverser la logique des métropoles et des méga-régions, de la compétition entre territoires ; Stopper l'étalement urbain en incitant au rapprochement entre bassins de vie et bassins d'emploi ; Défendre et reconstruire le maillage de transports en commun et de services publics sur tout le territoire, dans les départements ruraux et les quartiers populaires. 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 114	Exploiter durablement la forêt française : S'opposer à la marchandisation de la forêt française, refuser la privatisation de la forêt publique et garantir les moyens de l'Office national des forêts ; Développer la filière bois française pour permettre une exploitation forestière respectueuse du rythme des forêts et de la biodiversité, répondant aux besoins (chauffage,  ameublement, construction, etc.) et créatrice d'emplois locaux ; Soutenir par la commande publique le développement des constructions en bois issu des forêts françaises.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 115	Prendre les mesures immédiates et unilatérales de sauvegarde des intérêts de la Nation et l’application de notre projet	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 116	S'exonérer du pacte de stabilité et des règles européennes encadrant les déficits et dénoncer le Traité sur la stabilité, la coordination et la gouvernance (TSCG) ratifié à l'initiative de François Hollande en violation de ses engagements de campagne	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 117	Cesser d'appliquer unilatéralement la directive sur le détachement de travailleurs en France : la législation nationale doit s'appliquer totalement, y compris concernant les cotisations sociales patronales et salariales	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 118	Refuser les régressions du droit européen sur les questions sociales et écologiques par rapport au droit national	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 119	Refuser les traités de libre-échange : le traité trans-atlantique TAFTA entre l'UE et les États-Unis, CETA avec le Canada et le traité TISA de libéralisation des services	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 120	Stopper la libéralisation et la privatisation de services publics (barrages hydroélectriques, transport ferroviaire intérieur grandes lignes et TER, etc.)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 121	Encadrer les mouvements de capitaux pour éviter l'évasion fiscale et les attaques spéculatives contre la France	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 122	Organiser le processus de sortie du Royaume-Uni de l’Union européenne sans esprit de vengeance ou de punition	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 123	Le vote du peuple britannique le 23 juin 2016 pour la sortie du Royaume-Uni de l'Union européenne doit être respecté. Cela suppose des négociations sans esprit de vengeance ni de punition, mais qui défendent l'intérêt national des Français et la coopération entre les peuples. La frontière du Royaume-Uni n'est pas dans le Pas-de-Calais : nous dénoncerons les accords du Touquet.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 124	Plan A. Proposer une refondation démocratique, sociale et écologique des traités européens par la renégociation	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 125	Mettre fin à l'indépendance de la Banque centrale européenne, modifier ses missions et status, autoriser le rachat de la dette publique directement aux États, interdire à la de couper les liquidités à un État membre. Sans attendre, la Banque de France sera mise au service de ces objectifs	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 126	Dévaluer l'euro pour revenir à la parité initiale avec le dollar	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 127	Mettre au pas la finance, prohiber les instruments financiers toxiques, taxer les transactions financières, contrôler les mouvements de capitaux pour empêcher les attaques spéculatives	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 128	Organiser une conférence européenne sur les dettes souveraines débouchant sur des moratoires, une baisse des taux d'intérêt, des rééchelonnements et annulations partielles	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 129	Arrêter la libéralisation des service publics (rail, énergie, télécoms…)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 130	Mettre en place un protectionnisme solidaire : arrêt de la libre circulation des capitaux et des marchandises entre l' et les pays tiers, arrêt des politiques de libre-échange qui ruinent les économies en développement et détruisent l'industrie européenne, autorisation des aides d'État aux secteurs stratégiques	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 131	Mettre fin au dumping à l'intérieur de l' par une politique volontariste et rapide d'harmonisation sociale et fiscale par le haut dans toute l' avec inscription d'une clause de non-régression des droits sociaux	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 132	Refonder la politique agricole commune pour garantir l'autosuffisance alimentaire, la relocalisation et l'agriculture écologique et paysanne	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 133	Abandonner le marché carbone et mettre en œuvre une véritable politique de réduction des émissions de gaz à effet de serre avec des critères de convergence impératifs	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 134	Stopper la contribution de la France au budget de l'Union européenne (22 milliards d'euros par an dont 7 milliards d'euros de contribution nette)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 135	Réquisitionner la Banque de France pour reprendre le contrôle de la politique du crédit et de la régulation bancaire, et pour envisager un système monétaire alternatif avec ceux de nos partenaires qui, dans la phase A, auraient manifesté leur désir de transformer l'euro en monnaie commune et non plus unique	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 136	Mettre en place un contrôle des capitaux et des marchandises aux frontières nationales pour éviter l'évasion fiscale des plus riches et des grands groupes, et se protéger des attaques spéculatives et du dumping social, fiscal et écologique	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 137	Construire de nouvelles coopérations avec les États qui le souhaitent en matière culturelle, éducative, scientifique, etc.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 138	Défendre et développer les coopérations avec les autres peuples d’Europe	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 139	Proposer une alliance des pays d'Europe du Sud pour sortir de l'austérité et engager des politiques concertées de relance écologique et sociale de l'activité	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 140	Renforcer la participation française aux programmes de coopération plus larges que l' (Erasmus…) ou n'ayant rien à voir avec l' (, Arianespace, Airbus)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 141	Proposer de nouvelles coopérations fondées sur la libre participation des Nations en matière sociale ou écologique (programme de dépollution, transition énergétique…)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 142	Instaurer l’indépendance de la France dans le monde : Refuser la logique du choc des civilisations - Sortir de l'Otan et refuser la participation de la France à toute alliance militaire permanente à l'exception des opérations de maintien de la paix sous l'égide de l'Onu - Stopper l'érosion du réseau diplomatique français et sa mise sous tutelle par l'UE - Sortir du FMI et de la Banque mondiale pour œuvrer à la création d'un Fonds d'urgence sociale et d'une Banque solidaire d'investissement 	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 143	Offrir l'asile aux « combattants de la liberté », c'est-à-dire toute personne persécutée en raison de son action en faveur de la liberté dans l'esprit du préambule de la Constitution de 1946. Edward Snowden et Julian Assange seront récompensés et accueillis en France	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 144	Engager la formation d'une nouvelle alliance alter-mondialiste	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 145	Reconstruire une défense indépendante, nationale et populaire	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 146	Rédiger un nouveau Livre blanc et adopter une nouvelle loi de programmation militaire ayant pour objectif la restauration pleine et entière de l'indépendance militaire	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 147	Stopper les programmes de privatisation des industries d'armement et des missions de défense nationale et engager leur reconquête publique	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 148	Établir la règle de l'acquisition de matériel militaire français par l'armée (armement et fournitures)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 149	Ouvrir la possibilité d'effectuer son service citoyen obligatoire sous la forme d'un service militaire	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 150	Renforcer et réinvestir l’Onu pour faire vivre un monde ordonné	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 151	Réaffirmer que l'ONU est le seul organe légitime pour la sécurité collective aux yeux de la France	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 152	Refuser toute intervention militaire sans mandat de l'ONU ; Faire vivre le comité d'état-major de l'ONU pour commander les opérations de maintien de la paix et enclencher un processus de démocratisation de l'organisation	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 153	Créer une Organisation mondiale de l'environnement dans le cadre de l'ONU	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 154	Réformer la FAO (Organisation des Nations unies pour l'alimentation et l'agriculture) pour favoriser la souveraineté alimentaire, la régulation des marchés mondiaux et la conversion écologique de l'agriculture	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 155	Refuser le libre-échange, instaurer un protectionnisme solidaire et la coopération économique	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 156	Intégrer le respect des règles fondamentales de l'Organisation internationale du travail dans les accords commerciaux	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 157	Sortir de l'Organisation mondiale du commerce et renforcer la Cnuced comme organe légitime pour organiser le commerce mondial en fonction de l'intérêt général des peuples, à la place des G20, G7, FMI et OMC	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 158	Soutenir l'adoption à l'Onu d'un cadre réglementaire contraignant les multinationales à respecter un socle de normes sociales et environnementales	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 159	Protéger la haute mer de toute appropriation et du productivisme	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 160	Construire un statut international pour l'Arctique sur le modèle de l'Antarctique, protégeant de l'appropriation et du productivisme	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 161	Faire appliquer le principe de non-privatisation de l'espace prévu dans le traité de l'espace (1967)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 162	Créer un crime international d'écocide (atteinte grave à l'environnement) jugé par un tribunal international de justice écologique ou dans le cadre de la Cour pénale internationale	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 163	Créer un tribunal international de justice économique pour juger notamment les crimes financiers transnationaux (évasion fiscale internationale, spéculation, corruption)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 164	Gérer enfin les migrations à l'échelle internationale. - Créer une Organisation mondiale des migrations liée à l'Onu pour renforcer l'action internationale aujourd'hui réduite au Haut Commissariat aux réfugiés de l'Onu et à l'Organisation Internationale pour les migrations - Organiser une conférence internationale annuelle sur les migrations, sous l'égide de l'Onu, combinant les réponses d'urgence, le soutien aux pays d'accueil, la préparation du retour des réfugiés et l'anticipation des millions de réfugiés climatiques des décennies à venir - Éviter aux migrants de devoir fuir leur pays. - Arrêter les guerres par une diplomatie active et indépendante au service de la paix - Mettre fin aux accords commerciaux inégaux qui déstabilisent des pays entiers, détruisent les agricultures locales et empêchent le codéveloppement - Agir contre le dérèglement climatique par des transferts de technologies et l'aide financière et matérielle à la transition dans les pays les plus vulnérables	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 165	En Europe, sortir de l'impasse de Schengen et de Frontex. - Renforcer les moyens civils de sauvetage en mer Méditerranée pour éviter les milliers de noyés - Refonder la politique européenne de contrôle des frontières extérieures et refuser la militarisation de la politique de contrôle des flux migratoires - Refuser l'accord Visa + adhésion contre migrants avec la Turquie - Construire un programme pour l'aide au retour des réfugiés qui le souhaitent lorsque la situation de leur pays de départ le permet.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 166	Assumer notre devoir d'humanité envers les réfugiés arrivant en Europe. - Respecter la dignité humaine des migrants, leur droit fondamental à une vie de famille et accompagner les mineurs isolés - En finir avec le placement en centre de rétention d'enfants, même accompagnés de leurs parents - Construire des centres d'accueil aux normes internationales sur le modèle de celui de Grande-Synthe, pour proposer aux migrants des conditions dignes et des centres d'accueil des demandeurs d'asile pour les héberger le temps de l'analyse de leur demande -    Réaffirmer et faire vivre le droit d'asile sur le territoire de la République, accueillir les réfugiés qui en relèvent, grâce à une administration adaptée à cette mission	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 167	Réviser les alliances hypocrites avec les pétromonarchies du Golfe (Qatar, Arabie saoudite…) et le régime turc actuel, tarir les financements des terroristes	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 168	Mettre en place une coalition universelle sous mandat de l'Onu pour éradiquer Daech et rétablir la paix et la stabilité en Syrie et en Irak, associant les combattants kurdes	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 169	Construire une solution politique en Syrie pour une paix durable, sous l'égide de l'Onu et reposant sur : - Un cessez-le-feu durable excluant les groupes islamistes - Le soutien au processus de Genève en y intégrant les kurdes de Syrie - L'organisation d'élections libres et pluralistes, sans ingérence étrangère, sous surveillance de l'Onu pour que le peuple syrien décide souverainement et démocratiquement de ses dirigeants - La garantie de l'intégrité de l'État syrien et de ses frontières	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 170	Organiser à Paris une conférence internationale pour la reconstruction de la Syrie et le retour des réfugiés	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 171	Reconnaître l'État palestinien	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 172	Appuyer la solution à deux États coexistant pacifiquement par l'application pleine et entière des résolutions de l'Onu (reconnaissance du droit souverain du peuple palestinien à disposer d'un État viable et indépendant, dans les frontières de 1967, avec Jérusalem Est pour capitale et dans le respect du principe du droit au retour des réfugiés)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 173	En finir avec la Françafrique : respecter l'indépendance des États africains et la souveraineté des peuples en s'interdisant de se mêler des élections et en réprimant les corrupteurs	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 174	Tenir enfin l'objectif de consacrer 0,7 % du revenu national brut au budget de l'aide publique au développement	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 175	Relancer la politique de codéveloppement et de coopération (scientifique, universitaire, sanitaire…) avec les pays en développement, notamment en matière de lutte contre le changement climatique	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 176	Adhérer à la banque de développement des BRICS et bâtir une nouvelle alliance altermondialiste avec les BRICS, ouverte à tous et fondée sur l'indépendance de chacun, la coopération et le renforcement de l'ordre international légitime de l'Onu	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 177	Soutenir le projet chinois d'une monnaie commune mondiale pour libérer l'économie mondiale de la domination du dollar	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 178	Appuyer la mise en œuvre d'un mécanisme de restructuration des dettes souveraines dans le cadre de l'Onu sur la base de la résolution votée en 2015 sur proposition de l'Argentine	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 179	Multiplier les coopérations avec les pays émergents pour repousser les frontières de la connaissance et de l'humanité (coopération spatiale, maritime…)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 180	Instaurer une politique de codéveloppement avec l'Amérique latine et les Caraïbes en adhérant à l'ALBA	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 181	Créer une chaîne de télévision méditerranéenne émettant en plusieurs langues et diffusée sur les deux rives de la Méditerranée et sur internet, sur le modèle de la chaîne franco-allemande Arte.	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 182	Créer un réseau d'universités méditerranéennes couvrant tous les niveaux de formations d'enseignement supérieur	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 183	Organiser un réseau méditerranéen de l'enseignement professionnel	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 184	Créer un organisme méditerranéen de sécurité civile pour lutter contre les incendies, pour le secours en mer ou en cas de catastrophes naturelles	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 185	Mettre en place une structure commerciale de lutte contre les pollutions et de gestion de l'écosystème de la mer Méditerranée	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 186	Réorganiser les institutions de la francophonie en agissant pour son recentrage sur la défense, le rayonnement de la langue et son usage commun	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 187	Créer une académie et un Erasmus de la francophonie	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 188	Renforcer le réseau des Instituts/Alliances français dans les pays non francophones et planifier les échanges d'étudiants et de lycéens	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 189	Renforcer la présence des auteurs francophones ultra-marins et étrangers dans les programmes scolaires	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 190	Élaborer des contenus éducatifs et des diplômes communs entre pays francophones	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 191	Développer au moins une revue scientifique internationale digne de ce nom en français	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 192	Défendre l'usage du français dans les institutions internationales à commencer par l'Union Européenne	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 193	Renforcer les médias audiovisuels francophones (RFI, France 24 et TV5 Monde) et les mettre en partage avec la communauté francophone	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 194	Unir le petit bassin méditerranéen autour d’objectifs communs de progrès	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 195	Définir de nouveaux indicateurs de progrès humain	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 196	Viser l’allongement de l’espérance de vie et l’espérance de vie en bonne santé	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 197	Faire passer la santé d’abord et pour tous	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 198	Atteindre enfin l'objectif zéro obstacle : tolérance zéro contre les entraves, les préfets pourront se substituer aux maires pour imposer les travaux et fermer les bâtiments privés ne respectant pas la loi, et imposer un plan de mise en accessibilité des transports (trains intercités notamment)	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 199	Titulariser les personnels d'accompagnement des élèves en situation de handicap et recruter pour renforcer les capacités d'accueil et d'accompagnement	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 200	Augmenter l'allocation aux adultes handicapés (808 euros de base aujourd'hui) au niveau du smic pour les personnes en situation de handicap dans l'incapacité totale de travailler	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 201	Assurer la pérennité des moyens pour le financement de l'insertion professionnelle des personnes en situation de handicap et garantir leur usage exclusif pour ces missions	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 202	Établir un diagnostic global des consommations, intégrant les anxiolytiques prescrits médicalement et viser une politique de réduction des risques, plutôt que de répression des consommateurs, s'attaquant à la variété des causes des addictions	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 203	Légaliser et encadrer la consommation, la production et la vente de cannabis dans des conditions permettant de lutter contre l'addiction par le contrôle de la qualité des produits et des quantités écoulées : production et vente encadrées par l'État (entreprises publiques ou système de licences délivrées par l'administration), taxation, interdiction de la vente d'alcool et de cannabis dans un même lieu, interdiction effective de la vente aux mineurs	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 204	Affecter les recettes des taxes sur le cannabis à des programmes de lutte contre les addictions et à une politique de prévention et d'aide à la désintoxication	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 205	Déclarer la souffrance au travail grande cause nationale pour mobiliser les moyens financiers et de communication contre ce fléau et subventionner les réseaux professionnels et de santé agissant sur ce thème, ainsi que les artistes mettant en lumière la souffrance au travail	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 206	Renforcer la médecine du travail. - Intégrer la médecine du travail au service public de santé et garantir ses moyens - Restaurer la visite médicale obligatoire à l'embauche auprès d'un médecin et périodiquement en cours de contrat de travail - Ouvrir l'accès de la médecine du travail aux chômeurs et instaurer une visite obligatoire pour les chômeurs au-delà de six mois	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 207	Reconnaître le burn-out comme maladie professionnelle, lutter contre l'idéologie managériale et ses effets psychologiques et sanitaires et imposer l'enseignement des sciences sociales et des risques psychosociaux dans les cursus de gestion/commerce/ressources humaines	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 208	Faire du nombre d'accidents du travail un critère de sélection dans l'accès aux marchés publics	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 209	Réduire le reste à charge de 500 euros par mois pour les personnes en établissement et augmenter de 50 % le montant de l'APA (aujourd'hui de 700 euros) pour les personnes restant à domicile, pour faire face en urgence aux frais engagés par les personnes concernées	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 210	Construire une prise en charge solidaire de la dépendance, financée par une mise à contribution des revenus immobiliers et des successions sur les gros patrimoines	2017	Jean-Luc Melenchon	La France Insoumise	3	24
Melenchon 211	Développer un réseau public de maisons de retraite avec des tarifs harmonisés et accessibles, créer 10 000 places par an en EHPAD publics pendant cinq ans	2017	Jean-Luc Melenchon	La France Insoumise	3	24
